Orthogroup	Ofaveolata_out_PRO	Mcavernosa2015_out_PRO
OG0000938	Ofaveolata239016	Mcavernosa72134, Mcavernosa70489, Mcavernosa289776, Mcavernosa472474
OG0000939	Ofaveolata3066183	Mcavernosa47886, Mcavernosa30692, Mcavernosa126274, Mcavernosa184356
OG0000940	Ofaveolata251351	Mcavernosa106043
OG0000940	Ofaveolata265675	Mcavernosa178836, Mcavernosa61494
OG0000941	Ofaveolata257859, Ofaveolata226943, Ofaveolata226776, Ofaveolata222511	Mcavernosa3585
OG0000942	Ofaveolata256181	Mcavernosa327135
OG0000942	Ofaveolata253432, Ofaveolata162110	Mcavernosa2816
OG0000943	Ofaveolata253852	Mcavernosa104604
OG0000943	Ofaveolata267844	Mcavernosa506898, Mcavernosa325069
OG0000945	Ofaveolata259881	Mcavernosa5426
OG0000945	Ofaveolata263693	Mcavernosa416888, Mcavernosa137073
OG0000946	Ofaveolata248147	Mcavernosa93234
OG0000946	Ofaveolata256494, Ofaveolata255867	Mcavernosa36511
OG0000947	Ofaveolata265650	Mcavernosa8510, Mcavernosa17803, Mcavernosa106464, Mcavernosa24338
OG0000948	Ofaveolata267549	Mcavernosa114820
OG0000948	Ofaveolata263809, Ofaveolata232807	Mcavernosa156640
OG0000950	Ofaveolata256143	Mcavernosa120269
OG0000950	Ofaveolata262801	Mcavernosa152123, Mcavernosa34438
OG0000951	Ofaveolata262081	Mcavernosa39458
OG0000951	Ofaveolata258027, Ofaveolata264506	Mcavernosa52059
OG0000952	Ofaveolata140883, Ofaveolata226571, Ofaveolata249159, Ofaveolata258338	Mcavernosa7222
OG0000953	Ofaveolata258212	Mcavernosa297341, Mcavernosa128910, Mcavernosa230289, Mcavernosa44005
OG0000954	Ofaveolata264012, Ofaveolata258153, Ofaveolata213872, Ofaveolata31828	Mcavernosa19484
OG0000955	Ofaveolata263904	Mcavernosa35649, Mcavernosa36306, Mcavernosa10345, Mcavernosa53611
OG0000956	Ofaveolata262040	Mcavernosa29382
OG0000956	Ofaveolata266421	Mcavernosa145805, Mcavernosa129591
OG0000957	Ofaveolata268302	Mcavernosa166348
OG0000957	Ofaveolata230508, Ofaveolata269001	Mcavernosa119319
OG0000958	Ofaveolata266919	Mcavernosa16609
OG0000958	Ofaveolata265645	Mcavernosa21811, Mcavernosa93741
OG0000959	Ofaveolata259777	Mcavernosa26761
OG0000959	Ofaveolata249276	Mcavernosa76882, Mcavernosa54205
OG0000960	Ofaveolata269873	Mcavernosa254, Mcavernosa126165, Mcavernosa449249, Mcavernosa522311
OG0000961	Ofaveolata253548	Mcavernosa162822
OG0000961	Ofaveolata260992, Ofaveolata260975	Mcavernosa19639
OG0000962	Ofaveolata253497	Mcavernosa136762
OG0000962	Ofaveolata262291	Mcavernosa106510, Mcavernosa14997
OG0000963	Ofaveolata2232744	Mcavernosa189028
OG0000963	Ofaveolata266481, Ofaveolata248765	Mcavernosa46811
OG0000964	Ofaveolata185970	Mcavernosa651723, Mcavernosa301288, Mcavernosa214516, Mcavernosa586448
OG0000966	Ofaveolata265050	Mcavernosa16422, Mcavernosa51546, Mcavernosa23060, Mcavernosa273939
OG0000967	Ofaveolata262765	Mcavernosa82779
OG0000967	Ofaveolata259931	Mcavernosa58055, Mcavernosa227498
OG0000968	Ofaveolata16414	Mcavernosa415309
OG0000968	Ofaveolata257530	Mcavernosa169650, Mcavernosa245583
OG0000969	Ofaveolata261992	Mcavernosa56095
OG0000969	Ofaveolata263013	Mcavernosa89262, Mcavernosa56616
OG0000970	Ofaveolata135209	Mcavernosa309392, Mcavernosa115618
OG0000970	Ofaveolata265904	Mcavernosa146596
OG0000971	Ofaveolata258045, Ofaveolata261076, Ofaveolata240121	Mcavernosa175771, Mcavernosa397386
OG0000972	Ofaveolata264006	Mcavernosa7721, Mcavernosa7153, Mcavernosa354995, Mcavernosa69363
OG0000973	Ofaveolata259548	Mcavernosa72820, Mcavernosa276754, Mcavernosa101276, Mcavernosa58207
OG0000975	Ofaveolata40632	Mcavernosa352521, Mcavernosa118315, Mcavernosa346141, Mcavernosa198516
OG0000976	Ofaveolata200232	Mcavernosa64667
OG0000976	Ofaveolata261638	Mcavernosa111771, Mcavernosa41806
OG0000977	Ofaveolata266510	Mcavernosa21507
OG0000977	Ofaveolata268217, Ofaveolata268878	Mcavernosa75297
OG0000978	Ofaveolata243654	Mcavernosa30207, Mcavernosa356581, Mcavernosa22728, Mcavernosa127624
OG0000979	Ofaveolata200441, Ofaveolata72681	Mcavernosa505046
OG0000979	Ofaveolata262855	Mcavernosa6749
OG0000980	Ofaveolata246753	Mcavernosa76787
OG0000980	Ofaveolata269260	Mcavernosa111409, Mcavernosa73632
OG0000981	Ofaveolata250551, Ofaveolata264762	Mcavernosa34401
OG0000981	Ofaveolata268253	Mcavernosa42823
OG0000982	Ofaveolata15067	Mcavernosa412493
OG0000982	Ofaveolata268657, Ofaveolata267159	Mcavernosa216459
OG0000984	Ofaveolata241562	Mcavernosa357
OG0000984	Ofaveolata253983	Mcavernosa385059, Mcavernosa55441
OG0000985	Ofaveolata268099	Mcavernosa259757
OG0000985	Ofaveolata264050	Mcavernosa655179, Mcavernosa57839
OG0000986	Ofaveolata268338	Mcavernosa49113
OG0000986	Ofaveolata250274	Mcavernosa639163, Mcavernosa256935
OG0000987	Ofaveolata214023	Mcavernosa244052, Mcavernosa218225, Mcavernosa229511, Mcavernosa59706
OG0000989	Ofaveolata264928	Mcavernosa630986, Mcavernosa334005, Mcavernosa393523, Mcavernosa261226
OG0000990	Ofaveolata266513	Mcavernosa11606
OG0000990	Ofaveolata264598, Ofaveolata161274	Mcavernosa3751
OG0000991	Ofaveolata260756	Mcavernosa22090, Mcavernosa50058, Mcavernosa157628, Mcavernosa210508
OG0000993	Ofaveolata258358	Mcavernosa8471
OG0000993	Ofaveolata258279	Mcavernosa1314, Mcavernosa30956
OG0000994	Ofaveolata233061	Mcavernosa200104, Mcavernosa111503, Mcavernosa41645, Mcavernosa56013
OG0000995	Ofaveolata252909	Mcavernosa688700
OG0000995	Ofaveolata264805, Ofaveolata266048	Mcavernosa120628
OG0000996	Ofaveolata253000	Mcavernosa24904
OG0000996	Ofaveolata258207	Mcavernosa42111, Mcavernosa6416
OG0000997	Ofaveolata252188	Mcavernosa158160, Mcavernosa91398, Mcavernosa150204, Mcavernosa3745
OG0000998	Ofaveolata257136	Mcavernosa60579
OG0000998	Ofaveolata268712	Mcavernosa209143, Mcavernosa357719
OG0000999	Ofaveolata267941	Mcavernosa62045
OG0000999	Ofaveolata267265, Ofaveolata265802	Mcavernosa25995
OG0001000	Ofaveolata262016	Mcavernosa23358
OG0001000	Ofaveolata197312, Ofaveolata133951	Mcavernosa35419
OG0001001	Ofaveolata263877	Mcavernosa146478
OG0001001	Ofaveolata263085	Mcavernosa146538, Mcavernosa26052
OG0001002	Ofaveolata261015	Mcavernosa56369
OG0001002	Ofaveolata265982	Mcavernosa89972, Mcavernosa73673
OG0001005	Ofaveolata258477	Mcavernosa63158
OG0001005	Ofaveolata267888	Mcavernosa79364, Mcavernosa180381
OG0001006	Ofaveolata266296	Mcavernosa48196
OG0001006	Ofaveolata268969, Ofaveolata294316	Mcavernosa6101
OG0001007	Ofaveolata266902	Mcavernosa106456, Mcavernosa251747, Mcavernosa77765, Mcavernosa205505
OG0001008	Ofaveolata255778	Mcavernosa19856, Mcavernosa108468, Mcavernosa142293, Mcavernosa11112
OG0001009	Ofaveolata18545	Mcavernosa148027, Mcavernosa259930, Mcavernosa169066, Mcavernosa27489
OG0001010	Ofaveolata265600	Mcavernosa569547
OG0001010	Ofaveolata268936	Mcavernosa285808, Mcavernosa76348
OG0001011	Ofaveolata250734	Mcavernosa583604
OG0001011	Ofaveolata262042, Ofaveolata225616	Mcavernosa5554
OG0001012	Ofaveolata253758, Ofaveolata252039, Ofaveolata1407516, Ofaveolata258471	Mcavernosa207287
OG0001013	Ofaveolata255104	Mcavernosa72235
OG0001013	Ofaveolata259315, Ofaveolata260198	Mcavernosa23824
OG0001014	Ofaveolata191367	Mcavernosa59515
OG0001014	Ofaveolata2538, Ofaveolata256037	Mcavernosa42947
OG0001015	Ofaveolata227985, Ofaveolata232373, Ofaveolata240233, Ofaveolata261777	Mcavernosa3190
OG0001016	Ofaveolata261867	Mcavernosa37920
OG0001016	Ofaveolata174143, Ofaveolata262178	Mcavernosa146943
OG0001017	Ofaveolata250986	Mcavernosa110282, Mcavernosa101822
OG0001017	Ofaveolata268598	Mcavernosa90811
OG0001019	Ofaveolata247616, Ofaveolata181338, Ofaveolata231493, Ofaveolata2567229	Mcavernosa706184
OG0001020	Ofaveolata265813	Mcavernosa26956
OG0001020	Ofaveolata57428	Mcavernosa183867, Mcavernosa121688
OG0001021	Ofaveolata21492	Mcavernosa217684
OG0001021	Ofaveolata87069, Ofaveolata235467	Mcavernosa218381
OG0001022	Ofaveolata268517	Mcavernosa96149
OG0001022	Ofaveolata265676	Mcavernosa307107, Mcavernosa149845
OG0001023	Ofaveolata255239	Mcavernosa33403
OG0001023	Ofaveolata257284	Mcavernosa10391, Mcavernosa3520
OG0001024	Ofaveolata250051	Mcavernosa47585, Mcavernosa96932, Mcavernosa235168, Mcavernosa40514
OG0001025	Ofaveolata262728	Mcavernosa26164
OG0001025	Ofaveolata267019, Ofaveolata249546	Mcavernosa156590
OG0001026	Ofaveolata265181	Mcavernosa100672
OG0001026	Ofaveolata267446, Ofaveolata259549	Mcavernosa134105
OG0001027	Ofaveolata255572	Mcavernosa149562
OG0001027	Ofaveolata226787	Mcavernosa238218, Mcavernosa180471
OG0001028	Ofaveolata236266	Mcavernosa189105
OG0001028	Ofaveolata253686, Ofaveolata253016	Mcavernosa107983
OG0001029	Ofaveolata252914	Mcavernosa106110, Mcavernosa575827, Mcavernosa230430, Mcavernosa465700
OG0001030	Ofaveolata260794	Mcavernosa38658, Mcavernosa1258
OG0001030	Ofaveolata262324	Mcavernosa3167
OG0001031	Ofaveolata193665	Mcavernosa308816, Mcavernosa299496
OG0001031	Ofaveolata225653	Mcavernosa245
OG0001033	Ofaveolata263414	Mcavernosa323085
OG0001033	Ofaveolata265454	Mcavernosa178707, Mcavernosa294113
OG0001034	Ofaveolata269583	Mcavernosa25601, Mcavernosa146352, Mcavernosa56063, Mcavernosa117471
OG0001035	Ofaveolata258532	Mcavernosa92768
OG0001035	Ofaveolata260868	Mcavernosa91004, Mcavernosa189270
OG0001036	Ofaveolata264876	Mcavernosa48912
OG0001036	Ofaveolata263899, Ofaveolata144915	Mcavernosa497971
OG0001037	Ofaveolata259595	Mcavernosa15708
OG0001037	Ofaveolata246846, Ofaveolata267683	Mcavernosa150370
OG0001038	Ofaveolata253452	Mcavernosa56164
OG0001038	Ofaveolata253461, Ofaveolata268649	Mcavernosa84295
OG0001039	Ofaveolata248106	Mcavernosa303068
OG0001039	Ofaveolata269458, Ofaveolata259630	Mcavernosa218563
OG0001040	Ofaveolata268337	Mcavernosa56977, Mcavernosa29597, Mcavernosa14572, Mcavernosa466237
OG0001041	Ofaveolata261263	Mcavernosa79014
OG0001041	Ofaveolata258618, Ofaveolata263268	Mcavernosa225831
OG0001042	Ofaveolata265345	Mcavernosa36167
OG0001042	Ofaveolata268126, Ofaveolata269146	Mcavernosa108085
OG0001043	Ofaveolata256894	Mcavernosa3537
OG0001043	Ofaveolata220208	Mcavernosa11628, Mcavernosa23597
OG0001044	Ofaveolata255404	Mcavernosa668418, Mcavernosa181534, Mcavernosa231123, Mcavernosa290135
OG0001045	Ofaveolata2207238	Mcavernosa289992, Mcavernosa176420, Mcavernosa124375, Mcavernosa179134
OG0001046	Ofaveolata251378, Ofaveolata216592, Ofaveolata240648, Ofaveolata266037	Mcavernosa18361
OG0001047	Ofaveolata267071	Mcavernosa13961
OG0001047	Ofaveolata258902	Mcavernosa140143, Mcavernosa20666
OG0001048	Ofaveolata59681, Ofaveolata222569	Mcavernosa92819
OG0001048	Ofaveolata266254	Mcavernosa437903
OG0001049	Ofaveolata268828	Mcavernosa64121
OG0001049	Ofaveolata2120669	Mcavernosa220204, Mcavernosa267534
OG0001050	Ofaveolata265390	Mcavernosa52322
OG0001050	Ofaveolata268120	Mcavernosa333939, Mcavernosa29190
OG0001051	Ofaveolata253265	Mcavernosa76213, Mcavernosa731542, Mcavernosa52953, Mcavernosa83018
OG0001052	Ofaveolata269879	Mcavernosa128
OG0001052	Ofaveolata253163	Mcavernosa349775, Mcavernosa537266
OG0001053	Ofaveolata267726	Mcavernosa1167
OG0001053	Ofaveolata267428, Ofaveolata228446	Mcavernosa251835
OG0001054	Ofaveolata259603	Mcavernosa5681
OG0001054	Ofaveolata264611	Mcavernosa6379, Mcavernosa14625
OG0001055	Ofaveolata104740	Mcavernosa209358, Mcavernosa618655
OG0001055	Ofaveolata256228	Mcavernosa17317
OG0001056	Ofaveolata268272	Mcavernosa6202, Mcavernosa89441, Mcavernosa175928, Mcavernosa62651
OG0001057	Ofaveolata269371	Mcavernosa30254, Mcavernosa5958, Mcavernosa20876, Mcavernosa11120
OG0001058	Ofaveolata258421	Mcavernosa167022
OG0001058	Ofaveolata768256, Ofaveolata251688	Mcavernosa94902
OG0001059	Ofaveolata141595, Ofaveolata251299	Mcavernosa414646
OG0001059	Ofaveolata1612630	Mcavernosa350864
OG0001060	Ofaveolata264645	Mcavernosa60421
OG0001060	Ofaveolata254110	Mcavernosa205426, Mcavernosa109018
OG0001061	Ofaveolata253934	Mcavernosa610081
OG0001061	Ofaveolata260732	Mcavernosa532620, Mcavernosa237309
OG0001062	Ofaveolata253705, Ofaveolata262034, Ofaveolata261790, Ofaveolata258540	Mcavernosa38185
OG0001063	Ofaveolata63190	Mcavernosa51472
OG0001063	Ofaveolata164446, Ofaveolata252059	Mcavernosa16982
OG0001064	Ofaveolata222665	Mcavernosa47634
OG0001064	Ofaveolata244007, Ofaveolata255114	Mcavernosa426819
OG0001065	Ofaveolata240638	Mcavernosa197015
OG0001065	Ofaveolata1312525	Mcavernosa285545, Mcavernosa112870
OG0001066	Ofaveolata264687	Mcavernosa131911, Mcavernosa5815, Mcavernosa5537, Mcavernosa106914
OG0001067	Ofaveolata191741	Mcavernosa360819, Mcavernosa151567, Mcavernosa137662, Mcavernosa3798
OG0001068	Ofaveolata264201	Mcavernosa113152, Mcavernosa68121, Mcavernosa162304, Mcavernosa528698
OG0001069	Ofaveolata267895, Ofaveolata175406, Ofaveolata199675, Ofaveolata254778	Mcavernosa28448
OG0001070	Ofaveolata251054	Mcavernosa30064
OG0001070	Ofaveolata250674	Mcavernosa47228, Mcavernosa2407
OG0001072	Ofaveolata1215547, Ofaveolata1177192	Mcavernosa16759
OG0001072	Ofaveolata247377	Mcavernosa13347
OG0001073	Ofaveolata205889, Ofaveolata265998	Mcavernosa35853
OG0001073	Ofaveolata254562	Mcavernosa29074
OG0001074	Ofaveolata256754	Mcavernosa209975
OG0001074	Ofaveolata262513	Mcavernosa4872, Mcavernosa198
OG0001075	Ofaveolata269107	Mcavernosa272888
OG0001075	Ofaveolata236425	Mcavernosa482984, Mcavernosa396309
OG0001077	Ofaveolata258181	Mcavernosa351781
OG0001077	Ofaveolata263630	Mcavernosa78849, Mcavernosa33069
OG0001078	Ofaveolata269321	Mcavernosa76358
OG0001078	Ofaveolata265312	Mcavernosa28551, Mcavernosa12342
OG0001079	Ofaveolata263802	Mcavernosa34484, Mcavernosa51088, Mcavernosa122715, Mcavernosa511269
OG0001080	Ofaveolata266019	Mcavernosa62191
OG0001080	Ofaveolata243979, Ofaveolata267034	Mcavernosa8324
OG0001081	Ofaveolata267608	Mcavernosa330909
OG0001081	Ofaveolata260967, Ofaveolata249188	Mcavernosa6109
OG0001082	Ofaveolata267940	Mcavernosa81873
OG0001082	Ofaveolata267676, Ofaveolata269175	Mcavernosa86658
OG0001083	Ofaveolata258885, Ofaveolata132416, Ofaveolata254429, Ofaveolata251274	Mcavernosa4623
OG0001084	Ofaveolata262287	Mcavernosa230412, Mcavernosa198357
OG0001084	Ofaveolata265973	Mcavernosa91318
OG0001085	Ofaveolata175623, Ofaveolata2444874, Ofaveolata228869, Ofaveolata195990	Mcavernosa265417
OG0001086	Ofaveolata237898	Mcavernosa54426, Mcavernosa27872
OG0001086	Ofaveolata265001	Mcavernosa73173
OG0001087	Ofaveolata262105	Mcavernosa12313, Mcavernosa271891, Mcavernosa268687, Mcavernosa75449
OG0001088	Ofaveolata268164	Mcavernosa358901, Mcavernosa217277, Mcavernosa227372, Mcavernosa75208
OG0001089	Ofaveolata265023	Mcavernosa32273
OG0001089	Ofaveolata269422, Ofaveolata253631	Mcavernosa122197
OG0001090	Ofaveolata258910, Ofaveolata266651, Ofaveolata29002, Ofaveolata253061	Mcavernosa129013
OG0001091	Ofaveolata252247	Mcavernosa21571
OG0001091	Ofaveolata262679, Ofaveolata258921	Mcavernosa162013
OG0001092	Ofaveolata255021, Ofaveolata269863, Ofaveolata268177, Ofaveolata259512	Mcavernosa54658
OG0001093	Ofaveolata235197, Ofaveolata1382993, Ofaveolata245499, Ofaveolata253970	Mcavernosa447825
OG0001094	Ofaveolata264464	Mcavernosa95757
OG0001094	Ofaveolata199957	Mcavernosa42888, Mcavernosa386062
OG0001095	Ofaveolata269845	Mcavernosa4902, Mcavernosa168482
OG0001095	Ofaveolata269231	Mcavernosa139662
OG0001096	Ofaveolata1510186	Mcavernosa107906, Mcavernosa232929, Mcavernosa294236, Mcavernosa14912
OG0001097	Ofaveolata269812	Mcavernosa26509
OG0001097	Ofaveolata268107	Mcavernosa170586, Mcavernosa134953
OG0001098	Ofaveolata254865	Mcavernosa9200, Mcavernosa523815, Mcavernosa497078, Mcavernosa7964
OG0001099	Ofaveolata261753	Mcavernosa198608, Mcavernosa43577, Mcavernosa9486, Mcavernosa116099
OG0001100	Ofaveolata38277	Mcavernosa481104
OG0001100	Ofaveolata245152, Ofaveolata268118	Mcavernosa148251
OG0001101	Ofaveolata262063	Mcavernosa9057
OG0001101	Ofaveolata253575, Ofaveolata258673	Mcavernosa3332
OG0001102	Ofaveolata215828	Mcavernosa12947
OG0001102	Ofaveolata255377, Ofaveolata245376	Mcavernosa184178
OG0001103	Ofaveolata154788, Ofaveolata239739, Ofaveolata264441, Ofaveolata247337	Mcavernosa7388
OG0001104	Ofaveolata267887	Mcavernosa121371
OG0001104	Ofaveolata262214	Mcavernosa122869, Mcavernosa29563
OG0001105	Ofaveolata265012	Mcavernosa130949
OG0001105	Ofaveolata254407	Mcavernosa142024, Mcavernosa19706
OG0001106	Ofaveolata265031	Mcavernosa39697
OG0001106	Ofaveolata230510, Ofaveolata266829	Mcavernosa20810
OG0001107	Ofaveolata263872	Mcavernosa12302, Mcavernosa105937, Mcavernosa106428, Mcavernosa58740
OG0001108	Ofaveolata260749	Mcavernosa107478
OG0001108	Ofaveolata91127	Mcavernosa147940, Mcavernosa45719
OG0001109	Ofaveolata247945	Mcavernosa1130, Mcavernosa385676, Mcavernosa400545, Mcavernosa588753
OG0001110	Ofaveolata249126, Ofaveolata254747, Ofaveolata262622, Ofaveolata236416	Mcavernosa441
OG0001111	Ofaveolata239589, Ofaveolata2239136, Ofaveolata250906, Ofaveolata1726113	Mcavernosa452644
OG0001112	Ofaveolata225217	Mcavernosa119719
OG0001112	Ofaveolata1220857, Ofaveolata262146	Mcavernosa21214
OG0001113	Ofaveolata253105	Mcavernosa25794
OG0001113	Ofaveolata261264, Ofaveolata252905	Mcavernosa15936
OG0001114	Ofaveolata171365	Mcavernosa263112
OG0001114	Ofaveolata259674	Mcavernosa271083, Mcavernosa73971
OG0001115	Ofaveolata260724	Mcavernosa59698, Mcavernosa119736, Mcavernosa283024, Mcavernosa112459
OG0001116	Ofaveolata256261	Mcavernosa3328
OG0001116	Ofaveolata254007	Mcavernosa339903, Mcavernosa134804
OG0001117	Ofaveolata267309	Mcavernosa19498, Mcavernosa18509, Mcavernosa14551, Mcavernosa28489
OG0001118	Ofaveolata261885	Mcavernosa6842
OG0001118	Ofaveolata260454, Ofaveolata263857	Mcavernosa30609
OG0001119	Ofaveolata156701	Mcavernosa181653, Mcavernosa234212, Mcavernosa4516, Mcavernosa252213
OG0001120	Ofaveolata181051, Ofaveolata269428	Mcavernosa384530
OG0001120	Ofaveolata268761	Mcavernosa18550
OG0001121	Ofaveolata258524	Mcavernosa94734
OG0001121	Ofaveolata265534	Mcavernosa64355, Mcavernosa19654
OG0001122	Ofaveolata260934	Mcavernosa44933
OG0001122	Ofaveolata249203, Ofaveolata237347	Mcavernosa19248
OG0001123	Ofaveolata265601	Mcavernosa37883, Mcavernosa272422, Mcavernosa16996, Mcavernosa48678
OG0001124	Ofaveolata219941	Mcavernosa323659
OG0001124	Ofaveolata1142269, Ofaveolata254422	Mcavernosa232161
OG0001125	Ofaveolata269652	Mcavernosa15872
OG0001125	Ofaveolata260493	Mcavernosa3900, Mcavernosa13618
OG0001126	Ofaveolata269115	Mcavernosa12022
OG0001126	Ofaveolata251384, Ofaveolata258098	Mcavernosa19539
OG0001127	Ofaveolata247928, Ofaveolata261019, Ofaveolata3878, Ofaveolata254489	Mcavernosa65290
OG0001128	Ofaveolata262954	Mcavernosa46451
OG0001128	Ofaveolata251763, Ofaveolata266816	Mcavernosa149632
OG0001129	Ofaveolata260496, Ofaveolata234871, Ofaveolata247192, Ofaveolata267591	Mcavernosa146806
OG0001130	Ofaveolata242669	Mcavernosa35164
OG0001130	Ofaveolata263386, Ofaveolata241867	Mcavernosa554421
OG0001131	Ofaveolata265442	Mcavernosa102492
OG0001131	Ofaveolata267260	Mcavernosa139523, Mcavernosa25315
OG0001132	Ofaveolata258729	Mcavernosa38843
OG0001132	Ofaveolata268724	Mcavernosa22699, Mcavernosa4991
OG0001133	Ofaveolata263169, Ofaveolata265106, Ofaveolata263599, Ofaveolata237886	Mcavernosa87175
OG0001134	Ofaveolata267396	Mcavernosa81698, Mcavernosa51143, Mcavernosa96176, Mcavernosa39444
OG0001135	Ofaveolata268423, Ofaveolata268007, Ofaveolata269056, Ofaveolata268996	Mcavernosa1448
OG0001136	Ofaveolata262245	Mcavernosa56215
OG0001136	Ofaveolata261858	Mcavernosa5470, Mcavernosa21128
OG0001137	Ofaveolata265688	Mcavernosa17220
OG0001137	Ofaveolata268618	Mcavernosa269669, Mcavernosa73554
OG0001138	Ofaveolata225644	Mcavernosa1353
OG0001138	Ofaveolata256983, Ofaveolata23636	Mcavernosa4735
OG0001139	Ofaveolata162176, Ofaveolata244872, Ofaveolata248151, Ofaveolata224607	Mcavernosa3719
OG0001140	Ofaveolata262686, Ofaveolata246554, Ofaveolata1045684, Ofaveolata264632	Mcavernosa95575
OG0001141	Ofaveolata2528528, Ofaveolata269228, Ofaveolata395673, Ofaveolata242019	Mcavernosa14456
OG0001142	Ofaveolata262839	Mcavernosa342345, Mcavernosa406897, Mcavernosa517880, Mcavernosa94182
OG0001143	Ofaveolata267564	Mcavernosa41845
OG0001143	Ofaveolata264247	Mcavernosa43711, Mcavernosa38334
OG0001144	Ofaveolata263376, Ofaveolata208634, Ofaveolata257741	Mcavernosa266754, Mcavernosa212559
OG0001145	Ofaveolata253071, Ofaveolata258516, Ofaveolata258617, Ofaveolata113275	Mcavernosa68
OG0001146	Ofaveolata265553, Ofaveolata6975, Ofaveolata248665, Ofaveolata245276	Mcavernosa70020
OG0001147	Ofaveolata148210, Ofaveolata268270, Ofaveolata244400, Ofaveolata260884	Mcavernosa21607
OG0001148	Ofaveolata257178	Mcavernosa3042
OG0001148	Ofaveolata252603, Ofaveolata254523	Mcavernosa3945
OG0001149	Ofaveolata252737, Ofaveolata171986, Ofaveolata254988, Ofaveolata256625	Mcavernosa15565
OG0001150	Ofaveolata264746, Ofaveolata268563, Ofaveolata264958, Ofaveolata241193	Mcavernosa197763
OG0001151	Ofaveolata215892, Ofaveolata236608, Ofaveolata246869, Ofaveolata245871	Mcavernosa141286
OG0001152	Ofaveolata265253	Mcavernosa427854
OG0001152	Ofaveolata263499, Ofaveolata260549	Mcavernosa7872
OG0001153	Ofaveolata247710	Mcavernosa13485
OG0001153	Ofaveolata264375	Mcavernosa3642, Mcavernosa6994
OG0001154	Ofaveolata267606	Mcavernosa49691, Mcavernosa42285, Mcavernosa56255, Mcavernosa55865
OG0001155	Ofaveolata246636, Ofaveolata236377	Mcavernosa455081, Mcavernosa128169, Mcavernosa213780
OG0001156	Ofaveolata249376	Mcavernosa56195
OG0001156	Ofaveolata266768, Ofaveolata258568	Mcavernosa10564
OG0001157	Ofaveolata247287	Mcavernosa13035, Mcavernosa117561, Mcavernosa184302, Mcavernosa21497
OG0001158	Ofaveolata218005, Ofaveolata255167, Ofaveolata262495, Ofaveolata256184	Mcavernosa39056
OG0001159	Ofaveolata269569	Mcavernosa40346
OG0001159	Ofaveolata269600, Ofaveolata263339	Mcavernosa83851
OG0001160	Ofaveolata262526	Mcavernosa7194
OG0001160	Ofaveolata267983, Ofaveolata269492	Mcavernosa14295
OG0001161	Ofaveolata246230	Mcavernosa129323
OG0001161	Ofaveolata219830, Ofaveolata225044	Mcavernosa7412
OG0001162	Ofaveolata268807, Ofaveolata256356, Ofaveolata261721, Ofaveolata182205	Mcavernosa9683
OG0001163	Ofaveolata233983	Mcavernosa463496
OG0001163	Ofaveolata214961, Ofaveolata247118	Mcavernosa130204
OG0001164	Ofaveolata261364, Ofaveolata203998, Ofaveolata259743, Ofaveolata255483	Mcavernosa425358
OG0001165	Ofaveolata242260	Mcavernosa9172
OG0001165	Ofaveolata225675, Ofaveolata248108	Mcavernosa1385
OG0001166	Ofaveolata6470, Ofaveolata235675, Ofaveolata133215, Ofaveolata258769	Mcavernosa262770
OG0001167	Ofaveolata262207	Mcavernosa4832
OG0001167	Ofaveolata269287, Ofaveolata269570	Mcavernosa11047
OG0001168	Ofaveolata266974, Ofaveolata263250, Ofaveolata168637, Ofaveolata260480	Mcavernosa87800
OG0001169	Ofaveolata267943, Ofaveolata250715, Ofaveolata264085, Ofaveolata256963	Mcavernosa1632
OG0001170	Ofaveolata247599	Mcavernosa17927
OG0001170	Ofaveolata259144	Mcavernosa640947, Mcavernosa97402
OG0001171	Ofaveolata223421	Mcavernosa250212
OG0001171	Ofaveolata248917	Mcavernosa124140, Mcavernosa42403
OG0001172	Ofaveolata269876	Mcavernosa84
OG0001172	Ofaveolata225385, Ofaveolata259433	Mcavernosa92316
OG0001173	Ofaveolata263524	Mcavernosa34975
OG0001173	Ofaveolata266509	Mcavernosa374355, Mcavernosa73304
OG0001174	Ofaveolata252748	Mcavernosa6726
OG0001174	Ofaveolata253796, Ofaveolata257663	Mcavernosa234175
OG0001175	Ofaveolata265914	Mcavernosa21213
OG0001175	Ofaveolata100861, Ofaveolata224213	Mcavernosa389374
OG0001176	Ofaveolata266129, Ofaveolata250325, Ofaveolata260090, Ofaveolata222250	Mcavernosa11280
OG0001177	Ofaveolata261741, Ofaveolata263409	Mcavernosa248846
OG0001177	Ofaveolata242713	Mcavernosa275095
OG0001178	Ofaveolata239696	Mcavernosa341
OG0001178	Ofaveolata129190	Mcavernosa529613, Mcavernosa413860
OG0001179	Ofaveolata250521	Mcavernosa71825
OG0001179	Ofaveolata265616, Ofaveolata253759	Mcavernosa106803
OG0001180	Ofaveolata269768, Ofaveolata256550, Ofaveolata259387, Ofaveolata269557	Mcavernosa2386
OG0001182	Ofaveolata244082, Ofaveolata250638	Mcavernosa4938, Mcavernosa329174, Mcavernosa612872
OG0001183	Ofaveolata260676	Mcavernosa129718
OG0001183	Ofaveolata262108, Ofaveolata191937	Mcavernosa374348
OG0001184	Ofaveolata266695	Mcavernosa88868
OG0001184	Ofaveolata226329, Ofaveolata257847	Mcavernosa75744
OG0001185	Ofaveolata168142, Ofaveolata3203774	Mcavernosa548756
